Swiss Jet,SJT,,,Switzerland,
Swissair,SWR,SR,SWISSAIR,Switzerland,
Swisswings,RQX,RQ,SWISSWINGS,Switzerland,
Syphax Airlines,SYA,FS,SYPHAXAIR,Tunisia,http://www.flysyphax.com/
Syrian Pearl,,,,Syrian Arab Republic,
Airline_name,ICAO,IATA,Callsign,Country,Website
T'Way Air,TWB,TW,TWAY AIR,"Korea, Republic Of",http://www.twayair.com/
TAB Cargo,BOL,2L,,Bolivia,http://www.tabairlines.com
Taban Airlines,TBN,HH,TABAN,"Iran, Islamic Republic Of",https://www.taban.aero/en/
TACA Costa Rica,LRC,LR,LACSA,Costa Rica,
TACA International Airlines,TAI,TA,TACA,El Salvador,
TACV Cabo Verde Airlines,TCV,VR,CABOVERDE,Cape Verde,https://www.caboverdeairlines.com/
TAESA,TEJ,GD,TRANSEJECUTIVOS,Mexico,
Taftan Airlines,SBT,,,"Iran, Islamic Republic Of",
TAG Aviation USA,TAG,,,United States,
Tahmid Air,THM,,TAHMID,Kazakhstan,
Taino Airlines,TIN,,,Dominican Republic,
TAL Thuringia Airlines,,,,Germany,
TAM - Transportes Aereos del Mercosur,LAP,PZ,,Paraguay,
TAM Cargo,TUS,M3,TURISMO,Brazil,http://www.tamcargo.com.br/
TAM Madagascar,TML,OF,TAM AIRLINE,Madagascar,
TAME,TAE,EQ,TAME,Ecuador,https://www.tame.com.ec/
TAN Honduras,TAN,TX,TAN,Honduras,
Tandem Aero,TDM,TQ,,"Moldova, Republic Of",http://www.tandemaero.md/
TANS - Transportes Aereos Nacionales de Selva,ELV,TJ,,Peru,
TAP Express,TAP,TP,AIR PORTUGAL,Portugal,http://www.flytap.com/
Tarco Air,TRQ,3T,AIRTARCO,Sudan,http://www.tarcoair.co/
TAROM,ROT,RO,TAROM,Romania,https://www.tarom.ro/
TAS Airways,,TJ,,Italy,
Tassili Airlines,DTH,SF,TASSILI AIR,Algeria,http://www.tassiliairlines.dz/
TAT - Transport Aérien Transrégional,TAD,IO,,France,
TAT Nigeria,,,,Nigeria,
TATSA,,,,Mexico,
Tayaran Jet,TJB,,ALADIN,Bulgaria,https://tayaranjet.com/
TCB - Transportes Charter Do Brasil,TCJ,,,Brazil,
TDA - Toa Domestic Airlines,TDA,JD,TOADOMES,Japan,
TEA Cyprus,TEC,,,Cyprus,
TEA France,TFR,FN,,France,
TEA Switzerland,TSW,BH,,Switzerland,
Teebah Airlines,,,TEEBAH,Sierra Leone,
Tempelhof Airways USA,TEH,CL,TEMPELHOF,United States,
Tend Air,OTJ,X5,TENDER AIR,Romania,http://www.tenairways.com/
TESIS,TIS,UZ,,Russian Federation,
Texel Air,XLR,,TEXEL,Bahrain,http://www.texelair.com/
Thai AirAsia,AIQ,FD,THAI ASIA,Thailand,http://www.airasia.com
Thai Airways,TAC,TH,,Thailand,
Thai Express Air,TXZ,EX,EXPRESS AIR,Thailand,
Thai Jet,,,,Thailand,
Thai Regional,TRB,RW,THAI REGIONAL,Thailand,http://www.thairegionalairlines.com/
Thai Smile,THD,WE,THAI SMILE,Thailand,
ThaiVietjetAir,TVJ,,THAIVIET JET,Thailand,http://www.thaivietjet.com/
The Cargo Airlines,TZS,,TOKA,Georgia,http://www.tca.ge/
The Hawaii Express,,,,United States,
Thomas Cook Airlines,TCX,MT,THOMAS COOK,United Kingdom,https://www.thomascookairlines.com/
Thomas Cook Airlines Balearics,CTB,H5,SUNNYHEART,Spain,
Thomas Cook Airlines Scandinavia,VKG,DK,VIKING,Denmark,https://dk.thomascookairlines.dk/
TAAG - Linhas Aereas de Angola Airlines,DTA,DT,ANGOLA,Angola,http://www.taag.com/
TABA - Transportes Aereos Da Bacia Amazonica,TAB,,,Brazil,
TAC Airlines,,,,Bangladesh,
TACA de Honduras,THO,,,Honduras,
TACA Peru,TPU,T0,TACA PERU,Peru,
TAE - Trabajos Aéreos y Enlaces,TAE,JK,TAE,Spain,
TAF Linhas Aereas,TSD,,,Brazil,
TAG Airlines,,,,Guatemala,https://www.tag.com.gt/
TAG Group,,,,United States,
Tailwind Airlines,TWI,TI,TAILWIND,Turkey,http://www.tailwind.com.tr
Tajik Air,TJK,7J,TAJIKAIR,Tajikistan,
Talair,TAL,,,Papua New Guinea,
TAM Air,VNZ,L6,TBILAVIA,Georgia,http://www.tamair.ge
TAM Linhas Aéreas,TAM,JJ,TAM,Brazil,http://www.tam.com.br
Tamarind Air,,,,Kenya,
TAMPA Cargo,TPA,QT,TAMPA,Colombia,http://www.tampacargo.com
TAN-SAHSA,,,,Honduras,
Tango Airways,,,,Equatorial Guinea,
TAP - Air Portugal,TAP,TP,AIR PORTUGAL,Portugal,http://www.flytap.com
TAR Aerolíneas,LCT,YQ,TAR,Mexico,http://www.tarmexico.com/
Tarhan Tower Airlines,TTH,,,Turkey,http://www.ttairlines.com
Taron-Avia,TRV,H7,TARONAVIA,Armenia,http://www.taron-avia.am
Tasman Cargo Airlines,TMN,HJ,TASMAN,Australia,http://www.tasmancargo.com/
TAT - Touraine Air Transport,,,,France,
TAT European Airlines,TAT,VD,,France,
Tatarstan Air,TAK,U9,TATARSTAN,Russian Federation,http://www.tatarstan.aero
Tavaj Transportes Aereos Regulares,TVJ,4U,,Brazil,
TBN Aircraft Corporation,,,,Aruba,
Tchadia Airlines,,,,Chad,
TEA - Trans European Airlines,TEA,HE,BELGAIR,Belgium,
TEA Europe Airlines,,,,France,
TEA Italy,,,,Italy,
TEA UK,,,,United Kingdom,
Tehran Airline,THR,,,"Iran, Islamic Republic Of",
Temsco Helicopters,TMS,,,United States,
Terra Avia,TVR,,TERRAAVIA,"Moldova, Republic Of",
Texas International Airlines,TIA,TI,TEXAS INTERNATIONAL,United States,
TezJet Air Company,TEZ,,,Kyrgyzstan,
Thai AirAsia X,TAX,XJ,EXPRESS WING,Thailand,http://www.airasia.com/
Thai Airways International,THA,TG,THAI,Thailand,https://www.thaiairways.com/
Thai Flying Service,TFT,,,Thailand,
Thai Lion Air,TLM,SL,MENTARI,Thailand,http://www.lionairthai.com
Thai Sky Airlines,,,,Thailand,
Thai Star Airlines,TSX,T9,,Thailand,http://www.thaistarairlines.com/
The Answer Group Inc,,,,United States,
The Hashemite Kingdom of Jordan,,,,Jordan,
The Lord's Airline,,5Q,,United States,
Thomas Cook Airlines,CFG,DE,CONDOR,Germany,http://www.condor.com
Thomas Cook Airlines Belgium,TCW,HQ,THOMAS COOK,Belgium,http://www.thomascookairlines.be/
Thomson Airways,TOM,BY,TOMSON,United Kingdom,http://flights.thomson.co.uk
Airline_name,ICAO,IATA,Callsign,Country,Website
Thomsonfly,TOM,BY,TOMSON,United Kingdom,http://www.thomsonfly.com
Tianjin Air Cargo,CTJ,,TIANJIN CARGO,China,
Tiara Air,TIA,3P,TIARA,Aruba,http://www.tiara-air.com
Tiger Airways,TGW,TR,GO CAT,Singapore,http://www.tigerairways.com
Tigerair,TGW,TR,GO CAT,Singapore,http://www.tigerair.com/
Tigerair Mandala,MDL,RI,MANDALA,Indonesia,http://www.tigerairways.com/
Tigerair Taiwan,TTW,IT,SMART CAT,Taiwan,https://www.tigerair.com/tw/zh/
Tiko Air,,,,Madagascar,
Timor Air,ETA,,,Timor-Leste,
Titan Airways,AWC,ZT,ZAP,United Kingdom,http://www.titan-airways.com
TMC Airlines,TMM,,WILLOW RUN,United States,
TNAC Corporation,,,,United States,
TNT International Aviation,NTR,,NITRO,United Kingdom,
Tocumen Air Cargo International,,,,Panama,
Top Air,LKW,,,Indonesia,
TopBrass Aviation,BRL,,BRASS LINE,Nigeria,http://www.topbrassaviation.com/
Total Linhas Aereas,TTL,,TOTAL,Brazil,http://www.total.com.br/
Tower Air,TOW,FF,TEE AIR,United States,
Trade Air,TDR,C3,TRADE AIR,Croatia,http://www.trade-air.com/
Tradewinds,,,,Singapore,
TRAFE,,VV,,Argentina,
Trans African Air Cargo,,,,Sudan,
Trans Air Congo (TAC),TSG,Q8,TRANS AIR CONGO,Congo,http://www.flytransaircongo.com/en/
Trans Am Aero Express del Ecuador (DHL Ecuador),RTM,7T,AERO TRANSAM,Ecuador,
Trans American Charter,ECQ,,,United States,
Trans Australia Airlines (TAA),TAA,TN,TRANSAIR,Australia,
Trans Continental Airlines,TCN,,TRANSCON,United States,
Trans Latin Air (TLA),,,,Panama,
Trans Nation Airways (TNA),TNW,,TRANS-NATION,Ethiopia,
Trans Sahel Airlines,,,,Nigeria,
Trans Travel Airlines,TRQ,6N,,Netherlands,
Trans World Express (TWE),RBD,,,United States,
Trans-Canada Air Lines,,,,Canada,
Trans-Jamaican Airlines,,JQ,,Jamaica,
TransAer Cologne,,,,Germany,
Transaero Airlines,TSO,UN,TRANSAERO,Russian Federation,http://www.transaero.com/
Transafrik International,TFK,PQ,,Multinational,http://www.transafrik.com/
Transair,TTZ,TZ,,Canada,
Transair International Linhas Aereas,TNI,,,Brazil,
Transamerica Airlines,TVA,TV,TRANSAMERICA,United States,
Transatlantic Airways,,,,United States,
Transavia,TRA,HV,TRANSAVIA,Netherlands,http://www.transavia.com
Transavia France,TVF,TO,FRANCE SOLEIL,France,http://www.transavia.com/fr
Transbrasil,TBA,TR,TRANSBRASIL,Brazil,
Transcarga International Airways,TIW,T9,TIACA,Venezuela,
TransGlobal Airways,TCU,T7,TRANSGLOBAL,Philippines,http://www.tgairways.com
TranSky Airlines,,,,Nigeria,
Transmed Airlines,TMD,MT,,Egypt,
Transmeridian Airlines,TRZ,T9,TRANS MERIDIAN,United States,
TransNusa,TNU,8B,TRANSNUSA,Indonesia,http://www.transnusa.co.id/
THT Air Services,,,,Bangladesh,
Tianjin Airlines,GCR,GS,CHINA DRAGON,China,http://www.tianjin-air.com
Tibet Airlines,TBA,TV,TIBET AIR,China,http://www.tibetairlines.com.cn/
Tiger Airways Australia,TGG,TT,TIGGOZ,Australia,
Tigerair Australia,TGG,TT,TIGGOZ,Australia,http://www.tigerair.com/
Tigerair Philippines,SRQ,DG,SEA TIGER,Philippines,
Tikal Jets,TKC,WU,,Guatemala,
Time Air,TAF,KI,TIME AIR,Canada,
Titan Aero Airlines,RTT,,,Russian Federation,
TMA,TMA,TL,TANGO LIMA,Lebanon,
TMK Air Commuter,,,,"Congo, The Democratic Republic Of The",
TNT Airways,TAY,3V,QUALITY,Belgium,http://www.tntliege.com/
Tobago Express,TBX,TB,TABEX,Trinidad And Tobago,http://www.tobagoexpress.com
TonleSap Airlines,TSP,K9,TONLESAP AIR,Cambodia,http://www.tonlesapairlines.com/
Top-Fly,TLY,,,Spain,
Tor Air,OAI,,TORLINE,Sweden,http://www.torair.com
Toumaï Air Chad,THE,9D,TOUMAI AIR,Chad,http://www.toumaiair.com/
TPI International Airways,TSQ,UF,,United States,
Tradecraft Airlines,,,,Nigeria,
Tradewinds Airlines,TDX,WI,,United States,
Tramon Air,TMX,,TRAMON,South Africa,http://www.tramonair.com/
Trans Air Cargo Service (TACS),,,,"Congo, The Democratic Republic Of The",
Trans Alsace,TAS,,,France,
Trans American Airlines - Trans Am,TPU,,,Peru,
Trans Arabian Air Transport,TRT,,,Sudan,
Trans Caribbean Airways,,TC,,United States,
Trans International Airlines,TIA,LP,TRANS INTERNATIONAL,United States,
Trans Maldivian Airways,TMW,M8,TRANS MALDIVIAN,Maldives,http://www.tma.com.mv
Trans Panama,,2T,,Panama,
Trans States Airlines,LOF,AX,WATERSKI,United States,http://www.transstates.net/
Trans World Airlines (TWA),TWA,TW,TWA,United States,
Trans-Air Services,TSN,,,Nigeria,
Trans-Charter Airlines,,,,Russian Federation,
Trans-Texas Airways,,TT,,United States,
TransAer International Airlines,TLA,,,Ireland,
Transafrican Air,,,,Kenya,http://www.transafrican-air.com/
Transair,,,,Senegal,http://www.groupetransair.sn/
Transair,MUI,,MAUI,United States,http://transairhawaii.com/
Transair Sweden,TWE,,,Sweden,
TransAsia Airways,TNA,GE,TRANSASIA,Taiwan,http://www.tna.com.tw/
TransAtlantic International Airlines (TIA),,,,United States,
Transavia Denmark,TDK,PH,,Denmark,http://www.transavia.com
Transaviaexport Cargo Airline,TXC,AL,,Belarus,
Transcarga,,,,Venezuela,
Transeuropean Airlines,TEP,UE,,Russian Federation,
Transjet Airways,SWL,S9,,Sweden,
Translift Airways,TLA,T7,,Ireland,
Transmeridian Air Cargo (TAC),,KK,TRANSMERIDIAN,United Kingdom,
Transmile Air Services,TSE,TH,,Malaysia,
TransOcean Airways,GAT,QG,GULF TRANS,United States,
Airline_name,ICAO,IATA,Callsign,Country,Website
Transoceanic Airways,,,,United States,
Transporte Aéreo Militar (TAM),,,,Bolivia,http://www.tam.bo/
Transportes Aéreos Neuquén (TAN),NQN,TB,,Argentina,
Transports Aériens Intercontinentaux (TAI),,TI,,France,
TranStar Airlines,TST,MC,TRANSTAR,United States,
Transwede Airways,TWE,,TRANSWEDE,Sweden,
Transworld Air Freighters,TWR,,TRANSWORLD,Jordan,http://www.airtrafic.com
Travel City Direct,TCY,,,United Kingdom,http://www.travelcitydirect.com
Travel Service Hungary,TVL,7O,TRAVELLER,Hungary,http://www.travelservice.hu
Travel Service Slovakia,TVQ,6D,SLOVAKTRAVEL,Slovakia,
TravelSpan,,,,United States,
TrawelFly,,,,Italy,
Trigana Air Service,TGN,IL,TRIGANA,Indonesia,http://www.trigana-air.com/
TRIP Linhas Aéreas,TIB,8R,TRIP,Brazil,http://www.airtrip.com.br
Tristar Airlines,TRY,,,United States,
Tropical Airways,,GG,,United States,
Trygg-Flyg,TYG,YC,,Sweden,
TUI Airlines Belgium,JAF,TB,BEAUTY,Belgium,https://www.tuifly.be/
TUI Airways,TOM,BY,TOMJET,United Kingdom,https://www.tui.co.uk/
TUIfly Nordic,BLX,6B,BLUESCAN,Sweden,http://www.tuiflynordic.se
TUM AeroCarga,MCS,,CARMEX,Mexico,http://www.mcs-aerocarga.com/
Tunisair,TAR,TU,TUNAIR,Tunisia,http://www.tunisair.com.tn
TUR European Airways,TCT,YI,TURAVRUPA,Turkey,
Turkish Airlines,THY,TK,TURKISH,Turkey,http://www.turkishairlines.com
Turkuaz Airlines,TRK,,TURKU,Turkey,http://www.turkuazairlines.com/
Tus Airways,CYF,U8,TUS AIR,Cyprus,http://www.tusairways.com/
Transportacion Aerea Mexicana (TAM),TMX,,,Mexico,
Transportes Aéreos Inter,TSP,9O,TRANSPO-INTER,Guatemala,
Transports Aériens Centrafricain (STAC),,,,Central African Republic,
Transtar Airlines,TRH,SL,TRANSTAR,United States,
Transtel,TTG,,,Togo,
Transwisata Prima Aviation,,,,Indonesia,http://www.transwisata.com
Travel Air,,,,Papua New Guinea,http://www.travelairpng.com/
Travel Service,TVS,QS,SKYTRAVEL,Czech Republic,http://www.travelservice.aero/
Travel Service Poland,TVP,3Z,JET TRAVEL,Poland,http://www.travelservice.aero/
Travel Service Spain,VSG,,,Spain,
Travira Air,TVV,TR,PARAMITA,Indonesia,http://www.travira-air.com
Tri-M.G. Intra Asia Airlines,TMG,GM,TRILINES,Indonesia,
Trinity Air Bahamas,TBH,T6,,Bahamas,
Tristar Air,TSY,,TRIPLE STAR,Egypt,http://www.tristarair.com.eg/
Tropical Air,,,,"Tanzania, United Republic Of",
TruJet,TRJ,2T,TRUJET,India,http://www.trujet.com/
Tsaradia,,TZ,,Madagascar,
TUI Airlines Netherlands,TFL,OR,ORANGE,Netherlands,http://www.tui.nl/
TUIfly,TUI,X3,TUI JET,Germany,http://www.tuifly.com
Tulip Air,TLP,TD,,Netherlands,
Tuninter,TUI,UG,,Tunisia,http://www.tunisair.com.tn/tuninter.htm
Tunisair Express,TUX,UG,TUNEXPRESS,Tunisia,http://www.tunisairexpress.net/
Turkish Air Transport,THT,,,Turkey,
Turkmenistan Airlines,TUA,T5,TURKMENISTAN,Turkmenistan,http://www.turkmenairlines.com/
Turpial Airlines,VTU,TU,TURPIAL,Venezuela,
Tyrolean Airways,TYR,VO,TYROLEAN,Austria,
Airline_name,ICAO,IATA,Callsign,Country,Website
U Airlines,ULG,YL,UNICORN,Thailand,http://www.u-airlines.com/
Uair,,UE,,Uruguay,
Ufly Airways,,,,United States,
UK International Airlines,UKI,,KHALIQ,United Kingdom,http://www.flyukia.com
Ukrainian Wings,UWJ,,UKRAINIAN WINGS,Ukraine,
Ultimate Jetcharters,UJC,,ULTIMATE,United States,http://www.ultimatejetcharters.com/
Unex - Universal Express Linhas Aereas,UNX,,,Brazil,
Uni-Top Airlines,UTP,UW,UNI-TOP,China,http://www.uw-air.com/
Unifly,UFL,,,Equatorial Guinea,
Unique Air,UQA,,UNICARGO,United Arab Emirates,http://uniqueair.ae/
United Airlines,UAL,UA,UNITED,United States,http://www.united.com
United Arabian Airlines,UAB,,,Sudan,
United European,,,,Turkey,
United Parcel Service (UPS),UPS,5X,UPS,United States,http://www.ups.com/
Universal Airlines,UTQ,UV,,United States,
Universal Airlines,UVG,UW,GUYANA JET,Guyana,
Uniworld Air Cargo,UCG,U7,UNIWORLD,Panama,http://www.uniworldaircargo.com/
Ural Airlines,SVR,U6,SVERDLOVSK AIR,Russian Federation,http://www.uralairlines.ru
Urumqi Air,CUH,UQ,LOULAN,China,http://www.urumqi-air.com/
US-Bangla Airlines,UBG,BS,BANGLA STAR,Bangladesh,http://www.us-banglaairlines.com/
USA Jet Airlines,JUS,UJ,JET USA,United States,http://www.activeaero.com/
USAir,USA,US,US AIR,United States,
uSky Air,,,,"Korea, Republic Of",http://www.uskyair.com/
UTair Aviation,UTA,UT,UTAIR,Russian Federation,https://www.utair.ru/
UTair-Ukraine,UTN,QU,UT-UKRAINE,Ukraine,http://www.utair.ua/
Uzbekistan Airways,UZB,HY,UZBEKISTAN,Uzbekistan,https://www.uzairways.com/
U-Land Airlines,,,,Taiwan,
UAT Aéromaritime,,,,France,
Uganda Airlines,UGA,QU,,Uganda,
Ukraine International Airlines,AUI,PS,UKRAINE INTERNATIONAL,Ukraine,http://www.flyuia.com
ULS Airlines Cargo,KZU,GO,UNIVERSAL CARGO,Turkey,http://www.uls-global.aero/
UM Air - Ukrainian-Mediterranean Airlines,UKM,UF,,Ukraine,http://www.umairlines.com
UNI Airways,UIA,B7,GLORY,Taiwan,https://www.uniair.com.tw/
Unibanco,,,,Brazil,
Unifly Express,,IP,,Italy,
United African Airlines,NOL,UQ,,Libya,
United Airways,UBD,4H,UNITED BANGLADESH,Bangladesh,http://www.uabdl.com
United Eagle Airlines,UEA,EU,UNITED EAGLE,China,http://www.ueair.com/
United Feeder Service,UFS,U2,FEEDER-FLIGHT,United States,
Universair,UNA,UN,,Spain,
Universal Airlines,,,,Spain,
Universal Jet Aviation,UJT,,,United States,
UP,,,,Israel,http://www.flyup.com
Uralinteravia,URA,U3,,Russian Federation,
US Airways,AWE,US,CACTUS,United States,http://www.usairways.com
USA 3000,GWY,U5,GETAWAY,United States,http://www.usa3000.com
USAfrica Airways,USF,,,United States,
USGlobal Airways,,,,United States,https://www.usglobal.com/
UTA,UTA,UT,UTA,France,
UTair-Express,UTX,UR,UTAIR-EXPRESS,Russian Federation,http://www.utair-express.com/
UVT Aero,UVT,,TAT-JET,Russian Federation,http://uvtaero.ru/
Airline_name,ICAO,IATA,Callsign,Country,Website
V Air,VAX,ZV,VANTAGE,Taiwan,http://www.flyvair.com/
V Bird Airlines,VBA,5D,,Netherlands,
Val Air,,VK,,Canada,
Valorfly,VLF,,,Malta,http://www.valorfly.eu/
ValuJet Airlines,VJA,J7,,United States,
Vanguard Airlines,VGD,NJ,VANGUARD AIR,United States,
Varesh Airlines,VRH,,,"Iran, Islamic Republic Of",http://www.vareshairline.com/
Varig LOG,VLO,LC,VELOG,Brazil,http://www.variglog.com
Vasco - Vietnam Air Services Company,VFC,0V,VASCO AIR,Viet Nam,
Veba Oil Company,,,,Libya,
VEL Costa Rica,,,,Costa Rica,
VenexCargo,VNX,,,Venezuela,
Vensecar Internacional (DHL Venezuela),VEC,V4,,Venezuela,http://www.vensecar.com
Vertir Airlines,VRZ,,VERTIR,Armenia,
VG Airlines,FVG,IV,,Belgium,
Via Airways,VAW,,SOFIA JET,Bulgaria,https://www.via.aero/
VIASA - Venezolana Internacional de Aviacion,VIA,VA,,Venezuela,
Victoria Aviation,ENV,,,United Kingdom,
VietJetAir,VJC,VJ,VIETJETAIR,Viet Nam,http://www.vietjetair.com/
VIF Airways,,,,India,
Viking Hellas,VKH,VQ,DELPHI,Greece,
Vildanden,,,,Norway,
VIM Airlines,MOV,NN,MOV AIR,Russian Federation,http://www.vim-avia.com
Vincent Aviation Australia,,,,Australia,
Virgin America,VRD,VX,REDWOOD,United States,http://www.virginamerica.com
Virgin Australia,VOZ,VA,VELOCITY,Australia,https://www.virginaustralia.com/
Virgin Blue,VOZ,DJ,VIRGIN,Australia,http://www.virginblue.com.au
Virgin Express France,VEF,,,France,
Virgin Nigeria,VGN,VK,VIRGIN NIGERIA,Nigeria,http://www.virginnigeria.com
Virgin Sun,VIR,VS,,United Kingdom,
Viscount Air Service,VCT,,,United States,
Vision Airlines,RBY,V2,RUBY,United States,http://visionairlines.com
VistaJet,VJS,,VISTA JET,Austria,http://www.vistajet.com
Vistara,VTI,UK,VISTARA,India,http://www.airvistara.com/
VIVA Air,VIV,FV,VIVA,Spain,
VivaColombia,VVC,FC,VIVA COLOMBIA,Colombia,http://www.vivacolombia.co/
Vizion Air,,,,Belgium,http://www.vizionair.aero/
VLM,WLM,VO,RIBICA,Slovenia,http://www.flyvlm.com/
Vnukovo Airlines,VKO,V5,,Russian Federation,
Volare Airlines,VLE,VA,VOLA,Italy,
Volaris,VOI,Y4,VOLARIS,Mexico,http://www.volaris.com.mx
Volcanair,,,,Zaire,
Volga-Dnepr,VDA,VI,VOLGA,Russian Federation,http://www.volga-dnepr.com/
Volotea Airlines,VOE,V7,VOLOTEA,Spain,https://www.volotea.com/
VuelaMex,,,,Mexico,
Vuelos Internos Privados (V.I.P.),VUR,,,Ecuador,
Vulcan Northwest Inc,,,,United States,
V Australia,VAU,VA,VEE-OZ,Australia,http://www.vaustralia.com.au
Vacationair,VAC,,,Canada,
Valahia Air,VLH,,VALAHIA,Romania,http://www.valahiaair.com/
Valuair,VLU,VF,,Singapore,http://www.valuair.com.sg
Vanair,,X4,,Vanuatu,
Vanilla Air,VNL,JW,VANILLA,Japan,http://www.vanilla-air.com/
Varig,VRN,RG,VARIG,Brazil,http://www.varig.com
VARSA,,,,Mexico,
VASP,VSP,VP,VASP,Brazil,http://www.vasp.com.br
VECA Airlines,VAR,VU,,El Salvador,http://www.vecaairlines.com/
Velvet Sky,VEL,VZ,VELVET,South Africa,http://www.flyvelvetsky.com
Venezolana,VNE,VN,VENEZOLANA,Venezuela,http://ravsa.com.ve/
Venus Airlines,VER,V4,,Greece,
Veteran Avia,VTF,VB,,Armenia,
Via Airlines,SRY,VC,STINGRAY,United States,https://www.flyviaair.com
Viaggio Air,VOA,VM,,Bulgaria,
VICA - Viacao Charter Aerea,VCA,,,Brazil,
Victoria International Airways,WEV,,,Uganda,
Vietnam Airlines,HVN,VN,VIET NAM AIRLINES,Viet Nam,http://www.vietnamairlines.com
Viking Airlines,VIK,4P,SWEDJET,Sweden,http://www.vikingairlines.com
Viking International Airlines (VIA),VIK,,VIKING,United States,
Villa Air,VQI,VP,VILLA AIR,Maldives,http://www.fly-villa.com
Vincent Aviation,VAL,,VINCENT,New Zealand,http://www.vincentaviation.co.nz
VIP Air,,,,Turkey,
Virgin Atlantic Airways,VIR,VS,VIRGIN,United Kingdom,https://www.virginatlantic.com/
Virgin Australia Regional,OZW,XR,OZWEST,Australia,http://www.virginaustralia.com/
Virgin Express,VEX,TV,VIRGIN EXPRESS,Belgium,
Virgin Express Ireland,VEI,VK,,Ireland,
Virgin Samoa,PLB,DJ,BLUEBIRD,Samoa,http://www.virginsamoa.com/
Visaa Airways,,,,India,
Vision Air,VIS,,DREAM BIRD,Pakistan,http://www.visionairintl.com/
Vista Georgia,AJD,,,Georgia,
Vistajet,VJT,5V,VISTA,Canada,
Viva Aerobus,VIV,VB,VIVA,Mexico,http://www.vivaaerobus.com
VIVA Macau,VVM,ZG,JACKPOT,Macao,http://www.flyvivamacau.com
Vizavi,,,,Russian Federation,
Vladivostok Air,VLK,XF,VLADAIR,Russian Federation,
VLM Airlines,TCW,HQ,PHOENIX,Belgium,http://www.flyvlmbru.com/
Volar Airlines,LTE,XO,,Spain,
Volareweb,VLE,VA,,Italy,
Volaris Costa Rica,VOC,Q6,COSTA RICAN,Costa Rica,https://www.volaris.com/
Volga-AviaExpress,WLG,G6,GOUMRAK,Russian Federation,
VoliAmo,,,,Switzerland,http://www.voliamo.biz/
Voyageur Airways,VAL,VC,VOYAGEUR,Canada,http://airways.voyav.com/
Vueling,VLG,VY,VUELING,Spain,http://www.vueling.com
Vulcan Aircraft Inc,,,,United States,
VVB Aviation Malta,SGO,IV,MAIDEN,Malta,
Airline_name,ICAO,IATA,Callsign,Country,Website
Waha Oil Company,,,,Libya,
Wanair,VNR,3W,,French Polynesia,
Wasaya Airways,WSG,WG,WASAYA,Canada,http://www.wasaya.com/
Wataniya Airways,WAN,Q9,WATANIYA,Kuwait,http://www.wataniyaairways.com
